customer_userid,user_age,user_height,user_size,user_weight,user_body_type,user_color
user_477,28,"5'5""",S,135 lbs.,Hourglass,melon
user_478,,"5'6""",M,145 lbs.,Pear,black
user_479,36,"5'9""",L,189 lbs.,,red
user_480,27,"5'7""",XL,185 lbs.,Hourglass,black
user_481,44,"5'4""",XS,118 lbs.,Straight,black
user_482,29,"5'8""",L,180 lbs.,Hourglass,melon
user_483,29,"5'4""",M,165 lbs.,Hourglass,melon
user_484,35,"5'5""",S,140 lbs.,Pear,red
user_485,25,"5'6""",L,180 lbs.,Pear,black
user_486,42,"5'6""",M,135 lbs.,Pear,red
user_487,57,"5'4""",M,127 lbs.,Hourglass,black
user_488,28,"5'3""",L,170 lbs.,Straight,black
user_489,35,"5'2""",XS P,110 lbs.,Pear,melon
user_490,36,"5'1""",XS,115 lbs.,Straight,red
user_491,30,5',S,125 lbs.,Hourglass,black
user_492,33,"5'7""",L,182 lbs.,,red
user_493,42,"5'1""",S P,129 lbs.,Hourglass,melon
user_494,32,"5'7""",L,180 lbs.,Straight,red
user_495,31,"5'4""",L,195 lbs.,Apple,black
user_496,44,"5'11""",M,160 lbs.,Pear,black
user_497,27,"5'6""",XS,115 lbs.,Hourglass,melon
user_498,31,"5'7""",XS,125 lbs.,Straight,melon
user_499,32,"5'8""",M,150 lbs.,Pear,melon
user_500,34,"5'4""",M,155 lbs.,Straight,melon
user_501,30,"5'2""",XS P,130 lbs.,Pear,melon
user_502,34,"5'4""",XL,200 lbs.,Apple,red
user_503,30,"5'6""",S,130 lbs.,Straight,red
user_504,63,"5'5""",S,145 lbs.,,melon
user_505,37,"5'1""",XS P,120 lbs.,Pear,melon
user_506,32,"5'8""",M,175 lbs.,Hourglass,red
user_507,21,"5'4""",XS,128 lbs.,Straight,red
user_508,36,"5'3""",XL,195 lbs.,Apple,black
user_509,32,"5'1""",S,130 lbs.,Hourglass,red
user_510,29,"5'2""",L,0 lbs.,Hourglass,black
user_511,29,"5'7""",M,160 lbs.,Inverted Triangle,red
user_512,50,"5'3""",S,138 lbs.,Hourglass,melon
user_513,32,"5'3""",M,150 lbs.,Straight,black
user_514,29,"5'5""",XS,125 lbs.,Pear,melon
user_515,40,"5'6""",S,140 lbs.,,red
user_516,34,"5'7""",XL,240 lbs.,Hourglass,red
user_517,30,"5'10""",S,150 lbs.,Inverted Triangle,melon
user_518,39,"5'10""",S,147 lbs.,Pear,melon
user_519,,"5'7""",S,125 lbs.,Hourglass,melon
user_520,35,"5'5""",L,185 lbs.,Hourglass,red
user_521,40,"5'7""",XL,202 lbs.,Pear,black
user_522,27,"5'8""",S,152 lbs.,Pear,red
user_523,31,"5'7""",L,175 lbs.,Hourglass,red
user_524,33,"5'2""",XS,120 lbs.,Pear,red
user_525,33,"5'4""",L,165 lbs.,,black
user_526,29,"5'9""",L,207 lbs.,,red
user_527,0,"5'2""",L,175 lbs.,Hourglass,red
user_528,34,"5'7""",XL,190 lbs.,Pear,red
user_529,55,"5'6""",L,190 lbs.,Hourglass,red
user_530,30,"5'1""",XS P,115 lbs.,Straight,melon
user_531,30,"5'4""",XS,123 lbs.,Straight,black
user_532,34,"5'5""",M,150 lbs.,Hourglass,black
user_533,27,"5'3""",M,148 lbs.,Hourglass,black
user_534,34,"5'7""",L,175 lbs.,Hourglass,black
user_535,32,"5'8""",M,165 lbs.,Hourglass,melon
user_536,29,5',XS,105 lbs.,Pear,melon
user_537,29,"5'5""",S,137 lbs.,Hourglass,melon
user_538,32,"5'6""",XS,130 lbs.,,melon
user_539,25,"5'9""",M,155 lbs.,Hourglass,melon
user_540,26,"5'6""",S,130 lbs.,Straight,melon
user_541,28,"5'3""",S P,135 lbs.,,melon
user_542,,,S,,,melon
user_543,28,"5'2""",XS,105 lbs.,Hourglass,melon
user_544,32,"5'5""",L,172 lbs.,Pear,melon
user_545,,0',S,0 lbs.,,melon
user_546,33,"5'4""",S,125 lbs.,Pear,melon
user_547,34,"5'4""",L,165 lbs.,Hourglass,melon
user_548,33,"5'7""",M,182 lbs.,Hourglass,melon
user_549,37,"5'5""",S,140 lbs.,Pear,melon
user_550,34,"5'4""",S,125 lbs.,Pear,melon
user_551,32,"5'4""",M P,155 lbs.,Hourglass,melon
user_552,35,"5'4""",XS,128 lbs.,,melon
user_553,32,"5'6""",M,156 lbs.,Straight,melon
user_554,,,M,,,melon
user_555,,"5'5""",L,152 lbs.,Hourglass,melon
user_556,29,"5'2""",XS,138 lbs.,Hourglass,black & wh...
user_557,21,"5'5""",XS,125 lbs.,Hourglass,black & wh...
user_558,31,"6'1""",M,167 lbs.,Inverted Triangle,black & wh...
user_559,23,"5'11""",M,180 lbs.,Straight,black & wh...
user_560,31,"5'8""",M,150 lbs.,Pear,black & wh...
user_561,23,"5'6""",L,170 lbs.,Hourglass,black & wh...
user_562,22,"5'3""",XS,130 lbs.,Hourglass,black & wh...
user_563,,"5'4""",S,130 lbs.,Straight,black & wh...
user_564,30,"5'6""",L,0 lbs.,Hourglass,black & wh...
user_565,42,"5'10""",3X,350 lbs.,Hourglass,black & wh...
user_566,28,"5'11""",M,140 lbs.,Straight,black & wh...
user_567,42,"5'9""",S,158 lbs.,Straight,black & wh...
user_568,56,"5'7""",S,140 lbs.,Pear,black & wh...
user_569,24,"5'4""",S,120 lbs.,Hourglass,black & wh...
user_570,46,"5'8""",S,133 lbs.,Straight,black & wh...
user_571,40,"5'7""",1X,200 lbs.,Apple,black & wh...
user_572,33,"5'10""",3X,320 lbs.,Hourglass,black & wh...
user_573,26,"5'6""",XS,145 lbs.,Straight,black & wh...
user_574,25,"5'2""",M,150 lbs.,Pear,black & wh...
user_575,25,"5'2""",XS,130 lbs.,Hourglass,black & wh...
user_576,30,"5'2""",XS,115 lbs.,Hourglass,black & wh...
user_577,30,"5'7""",S,138 lbs.,,black & wh...
user_578,28,"5'4""",L,175 lbs.,Hourglass,black & wh...
user_579,23,"5'9""",L,155 lbs.,Straight,black & wh...
user_580,23,"5'6""",XS,112 lbs.,Straight,black & wh...
user_581,,,S,,,black & wh...
user_582,24,"5'10""",M,200 lbs.,Pear,black & wh...
user_583,0,"5'3""",XS,110 lbs.,Straight,black & wh...
user_584,27,"5'3""",XS,111 lbs.,Straight,white
user_585,27,"5'3""",M,140 lbs.,Hourglass,white
user_586,25,"5'6""",S,135 lbs.,Hourglass,white
user_587,20,"5'10""",L,180 lbs.,Straight,white
user_588,28,"5'8""",L,160 lbs.,Apple,white
user_589,31,"5'5""",S,120 lbs.,Straight,blue
user_590,43,"5'5""",S,122 lbs.,Hourglass,white
user_591,25,"5'4""",XS,130 lbs.,Hourglass,white
user_592,29,"5'3""",S,125 lbs.,Pear,white
user_593,25,"5'7""",M,146 lbs.,Straight,white
user_594,25,"5'5""",L,160 lbs.,Straight,white
user_595,31,"5'3""",S,130 lbs.,Straight,white
user_596,33,"5'2""",XS,115 lbs.,,blue
user_597,31,"5'6""",S,135 lbs.,Hourglass,white
user_598,28,"5'10""",XL,200 lbs.,Hourglass,blue
user_599,30,"5'4""",XS,115 lbs.,Straight,white
user_600,52,6',L,195 lbs.,Straight,white
user_601,28,"5'6""",S,125 lbs.,Hourglass,blue
user_602,27,"5'6""",M,140 lbs.,Straight,blue
user_603,26,"5'3""",S,115 lbs.,Hourglass,white
user_604,27,"5'3""",27,135 lbs.,Straight,denim medi...
user_605,25,5',24,100 lbs.,Pear,denim medi...
user_606,28,"5'7""",28,150 lbs.,,denim medi...
user_607,28,"5'5""",27,120 lbs.,Hourglass,denim medi...
user_608,35,"5'3""",25,120 lbs.,Straight,denim medi...
user_609,39,"5'8""",27,125 lbs.,Straight,denim medi...
user_610,28,"5'1""",26,116 lbs.,Hourglass,denim medi...
user_611,27,"5'9""",29,163 lbs.,Straight,denim medi...
user_612,27,"5'5""",29,145 lbs.,Inverted Triangle,denim medi...
user_613,27,"5'10""",29,165 lbs.,Hourglass,denim medi...
user_614,29,5',25,103 lbs.,Pear,denim medi...
user_615,37,"5'4""",27,135 lbs.,Hourglass,denim medi...
user_616,41,"5'8""",29,150 lbs.,Hourglass,denim medi...
user_617,38,"5'7""",30,150 lbs.,Straight,denim medi...
user_618,37,"5'2""",25,115 lbs.,Straight,denim medi...
user_619,29,"5'8""",29,155 lbs.,Hourglass,denim medi...
user_620,31,"5'6""",30,150 lbs.,Pear,denim medi...
user_621,28,"5'8""",31,165 lbs.,Hourglass,denim medi...
user_622,25,"5'5""",L,155 lbs.,Apple,black
user_623,34,"5'9""",XL,185 lbs.,Apple,black
user_624,26,"5'7""",S,145 lbs.,Hourglass,black
user_625,34,"5'3""",S,135 lbs.,Hourglass,indigo
user_626,29,"5'3""",M,170 lbs.,Pear,black
user_627,33,"5'11""",S,173 lbs.,Straight,black
user_628,21,"5'9""",XL,200 lbs.,Apple,indigo
user_629,22,"5'3""",S,125 lbs.,Hourglass,black
user_630,16,"5'5""",XS,125 lbs.,Hourglass,black
user_631,39,"5'4""",M,165 lbs.,Hourglass,black
user_632,40,"5'4""",M,135 lbs.,Pear,indigo
user_633,28,"5'10""",S,130 lbs.,Hourglass,indigo
user_634,34,"4'11""",XS,120 lbs.,Hourglass,black
user_635,54,"5'9""",M,135 lbs.,Straight,black
user_636,22,"5'8""",M,150 lbs.,Straight,black
user_637,28,"5'7""",S,150 lbs.,Straight,black
user_638,35,"5'7""",S,125 lbs.,Straight,black
user_639,22,"5'3""",S,135 lbs.,Hourglass,black
user_640,44,0',L,0 lbs.,Pear,black
user_641,47,"5'6""",L,200 lbs.,Straight,black
user_642,,,M,,,indigo
user_643,53,"5'5""",M,140 lbs.,Inverted Triangle,black
user_644,28,"5'7""",L,175 lbs.,Pear,indigo
user_645,23,"5'4""",XS,115 lbs.,Hourglass,indigo
user_646,31,"5'4""",M,148 lbs.,Apple,black
user_647,32,"5'4""",M,170 lbs.,Hourglass,black
user_648,28,"5'1""",S,138 lbs.,Pear,black
user_649,60,"5'5""",M,142 lbs.,Straight,black
user_650,34,"5'8""",L,186 lbs.,Hourglass,indigo
user_651,47,"5'4""",M,152 lbs.,Straight,indigo
user_652,25,"5'9""",S,140 lbs.,,indigo
user_653,28,"5'9""",L,178 lbs.,Pear,black
user_654,32,"5'5""",S,138 lbs.,Pear,black
user_655,27,"5'9""",L,175 lbs.,Hourglass,indigo
user_656,29,"5'5""",L,160 lbs.,Straight,black
user_657,36,"5'4""",M,136 lbs.,Hourglass,black
user_658,22,"5'5""",L,175 lbs.,Hourglass,indigo
user_659,29,"5'8""",S,138 lbs.,Straight,black
user_660,26,"5'6""",M,160 lbs.,Apple,indigo
user_661,30,"5'3""",M,145 lbs.,Hourglass,indigo
user_662,35,"5'1""",M,138 lbs.,Hourglass,black
user_663,58,"5'9""",S,145 lbs.,Straight,black
user_664,25,"5'7""",M,140 lbs.,Straight,indigo
user_665,29,"5'6""",L,185 lbs.,Pear,black
user_666,36,"5'3""",L,155 lbs.,Apple,indigo
user_667,19,"5'4""",2,124 lbs.,Straight,blue
user_668,23,"5'2""",2 P,115 lbs.,Pear,blue
user_669,21,"5'6""",6,150 lbs.,Hourglass,blue
user_670,19,"5'2""",8,138 lbs.,Hourglass,blue
user_671,21,"5'4""",12,170 lbs.,Hourglass,blue
user_672,42,"5'8""",2,130 lbs.,Hourglass,blue
user_673,31,"5'2""",0 P,115 lbs.,Hourglass,blue
user_674,34,"5'1""",10 P,160 lbs.,Apple,blue
user_675,24,"5'8""",8,0 lbs.,Pear,black & wh...
user_676,45,"5'10""",18 W,240 lbs.,,black & wh...
user_677,38,"5'8""",10,162 lbs.,Inverted Triangle,pink
user_678,24,"5'2""",4,127 lbs.,Pear,black & wh...
user_679,27,"5'9""",10,0 lbs.,,blue
user_680,36,"5'10""",16 W,230 lbs.,Hourglass,black & wh...
user_681,41,5',10 P,175 lbs.,Pear,black & wh...
user_682,25,"5'3""",6,135 lbs.,Apple,black & wh...
user_683,26,"5'4""",12,170 lbs.,Hourglass,black & wh...
user_684,36,"5'1""",16 W,196 lbs.,Apple,black & wh...
user_685,23,"5'7""",6,145 lbs.,Hourglass,pink
user_686,47,"5'4""",12,178 lbs.,Hourglass,pink
user_687,41,"5'8""",26 W,325 lbs.,Apple,black & wh...
user_688,42,"5'1""",2 P,113 lbs.,Inverted Triangle,black & wh...
user_689,38,"5'9""",12,185 lbs.,Straight,black & wh...
user_690,41,5',2,120 lbs.,Straight,black & wh...
user_691,27,"5'4""",S,120 lbs.,Hourglass,red
user_692,37,"5'11""",L,165 lbs.,Hourglass,black
user_693,28,"5'3""",M,125 lbs.,Hourglass,black
user_694,25,"5'3""",S,140 lbs.,Hourglass,red
user_695,27,"5'7""",L,145 lbs.,Straight,red
user_696,34,"5'7""",XL,190 lbs.,Hourglass,black
user_697,26,"5'8""",S,155 lbs.,Pear,red
user_698,27,"5'8""",M,140 lbs.,Hourglass,red
user_699,33,"5'11""",XL,190 lbs.,Inverted Triangle,black
user_700,25,"5'2""",S,130 lbs.,Hourglass,red
user_701,28,"5'7""",S,140 lbs.,Hourglass,red
user_702,28,"5'9""",S,145 lbs.,Hourglass,red
user_703,24,"5'9""",L,160 lbs.,Straight,black
user_704,27,"5'5""",M,140 lbs.,Hourglass,red
user_705,26,"5'7""",M,140 lbs.,Hourglass,red
user_706,26,"5'3""",S,115 lbs.,Hourglass,red
user_707,34,"5'5""",26 W,0 lbs.,Pear,multi
user_708,29,"5'5""",12,160 lbs.,Straight,multi
user_709,35,"5'1""",6 P,140 lbs.,Pear,multi
user_710,30,"5'6""",4,130 lbs.,Inverted Triangle,multi
user_711,29,"5'3""",6,142 lbs.,Hourglass,multi
user_712,32,"5'8""",12,208 lbs.,Apple,multi
user_713,28,"5'7""",6,150 lbs.,Straight,multi
user_714,32,"5'5""",16 W,220 lbs.,,multi
user_715,36,"5'2""",14 P,190 lbs.,Hourglass,multi
user_716,31,"5'4""",10,168 lbs.,Hourglass,multi
user_717,30,"5'7""",18 W,230 lbs.,Pear,multi
user_718,38,"5'4""",22 W,300 lbs.,Pear,multi
user_719,29,"5'1""",4 P,135 lbs.,Hourglass,multi
user_720,29,"5'5""",12,,Hourglass,multi
user_721,31,"5'7""",4,128 lbs.,Inverted Triangle,multi
user_722,,"5'6""",2,115 lbs.,,multi
user_723,,"5'4""",24 W,245 lbs.,Hourglass,multi
user_724,29,"5'7""",8,160 lbs.,Pear,multi
user_725,27,"5'6""",6,140 lbs.,Hourglass,multi
user_726,40,"5'8""",8,155 lbs.,Pear,multi
user_727,35,"5'3""",8 P,165 lbs.,Hourglass,multi
user_728,33,"5'1""",6,140 lbs.,Straight,multi
user_729,28,"5'9""",6,145 lbs.,,multi
user_730,36,"5'3""",16 P,0 lbs.,Hourglass,multi
user_731,28,"6'1""",8,160 lbs.,Straight,multi
user_732,33,"5'6""",4,130 lbs.,Hourglass,multi
user_733,25,"5'5""",14 P,195 lbs.,Apple,multi
user_734,38,"5'5""",4,135 lbs.,Hourglass,multi
user_735,31,"5'3""",6 P,135 lbs.,Hourglass,multi
user_736,35,"5'7""",4,135 lbs.,Hourglass,multi
user_737,34,"5'5""",18 W,215 lbs.,Hourglass,multi
user_738,28,"6'2""",8,170 lbs.,Inverted Triangle,multi
user_739,26,"6'2""",10,195 lbs.,Straight,multi
user_740,30,"5'7""",8,155 lbs.,Hourglass,multi
user_741,21,"5'9""",20 W,260 lbs.,Apple,multi
user_742,26,"5'2""",4 P,125 lbs.,Straight,multi
user_743,32,"5'3""",16,215 lbs.,Apple,multi
user_744,33,"5'2""",6,160 lbs.,Hourglass,multi
user_745,37,"5'11""",8,160 lbs.,Hourglass,multi
user_746,38,"5'6""",2,130 lbs.,Straight,multi
user_747,30,0',4,0 lbs.,,multi
user_748,30,"5'6""",4,135 lbs.,Straight,multi
user_749,35,"5'2""",0 P,117 lbs.,Hourglass,multi
user_750,43,"5'8""",8,170 lbs.,Inverted Triangle,multi
user_751,,,18 W,,,multi
user_752,28,"5'3""",4,130 lbs.,Pear,multi
user_753,28,"5'9""",10,180 lbs.,Hourglass,multi
user_754,29,"5'7""",4,130 lbs.,Straight,multi
user_755,31,5',4 P,130 lbs.,Straight,multi
user_756,25,"5'5""",4,130 lbs.,Hourglass,multi
user_757,26,"5'2""",8 P,140 lbs.,Pear,multi
user_758,38,"5'4""",4,140 lbs.,Inverted Triangle,multi
user_759,37,"5'4""",16 W,230 lbs.,Apple,multi
user_760,30,"5'2""",0 P,111 lbs.,Hourglass,multi
user_761,30,"5'6""",12,193 lbs.,Pear,multi
user_762,36,"5'2""",4 P,127 lbs.,,multi
user_763,29,"5'8""",16 W,218 lbs.,Apple,multi
user_764,29,"5'7""",4,135 lbs.,Straight,multi
user_765,30,5',14 P,150 lbs.,Straight,multi
user_766,36,"5'5""",4,135 lbs.,Hourglass,multi
user_767,31,"5'8""",6,150 lbs.,Pear,multi
user_768,0,"5'6""",4,147 lbs.,Hourglass,multi
user_769,25,"5'5""",M,135 lbs.,Hourglass,black
user_770,31,"5'3""",M,158 lbs.,Hourglass,multi
user_771,32,"5'10""",M,150 lbs.,Straight,black
user_772,29,"5'7""",L,190 lbs.,Apple,black
user_773,27,"5'4""",S,128 lbs.,Hourglass,black
user_774,22,"5'4""",M,115 lbs.,Straight,black
user_775,31,"5'5""",M,130 lbs.,Hourglass,multi
user_776,26,"5'3""",S,125 lbs.,Straight,black
user_777,27,"5'3""",S,130 lbs.,Hourglass,black
user_778,26,"5'4""",L,220 lbs.,Hourglass,multi
user_779,26,"5'4""",S,128 lbs.,Inverted Triangle,multi
user_780,0,"5'10""",XL,180 lbs.,Hourglass,black
user_781,35,"5'9""",L,160 lbs.,Straight,black
user_782,38,"5'8""",S,140 lbs.,Hourglass,multi
user_783,31,"5'1""",S,118 lbs.,Straight,green
user_784,54,"5'3""",L,145 lbs.,Pear,green
user_785,56,"5'5""",XL,158 lbs.,Hourglass,green
user_786,30,"5'10""",L,185 lbs.,Pear,wine
user_787,38,"5'2""",S,120 lbs.,Pear,wine
user_788,31,"5'3""",S,120 lbs.,Pear,green
user_789,41,"5'11""",M,150 lbs.,Straight,green
user_790,37,"5'6""",S,135 lbs.,Straight,green
user_791,44,"5'2""",XS,108 lbs.,Hourglass,wine
user_792,41,"5'8""",L,175 lbs.,Pear,wine
user_793,31,"5'1""",M,126 lbs.,Hourglass,green
user_794,42,"5'10""",L,0 lbs.,Apple,green
user_795,,,M,,,wine
user_796,35,"5'7""",L,160 lbs.,Straight,green
user_797,30,0',M,0 lbs.,,green
user_798,37,"5'5""",S,130 lbs.,Pear,wine
user_799,32,"5'3""",S,105 lbs.,Straight,wine
user_800,42,"5'6""",M,135 lbs.,Straight,wine
user_801,42,"5'7""",S,135 lbs.,Pear,wine
user_802,30,5',XS,110 lbs.,Straight,green
user_803,29,"5'9""",L,160 lbs.,Straight,green
user_804,38,"5'5""",M,129 lbs.,Hourglass,wine
user_805,33,"5'4""",XL,185 lbs.,Pear,wine
user_806,29,"5'7""",M,135 lbs.,,wine
user_807,41,"5'5""",M,155 lbs.,Hourglass,wine
user_808,,"5'6""",M,156 lbs.,,wine
user_809,27,"5'4""",L,140 lbs.,Straight,wine
user_810,28,"5'3""",M,135 lbs.,Pear,wine
user_811,24,"5'8""",S,145 lbs.,Hourglass,wine
user_812,35,"5'8""",XL,170 lbs.,Pear,green
user_813,33,"5'8""",M,147 lbs.,Straight,green
user_814,30,"5'4""",S,145 lbs.,Straight,wine
user_815,22,"5'8""",L,160 lbs.,Straight,wine
user_816,43,"5'10""",XL,235 lbs.,Inverted Triangle,wine
user_817,43,"5'6""",XL,163 lbs.,Apple,green
user_818,48,"5'4""",L,160 lbs.,Pear,green
user_819,34,"5'4""",L,175 lbs.,Hourglass,green
user_820,24,"5'3""",M,140 lbs.,Pear,green
user_821,38,"5'5""",L,155 lbs.,Straight,green
user_822,34,"5'5""",30,155 lbs.,Hourglass,brown
user_823,,,32,,,brown
user_824,42,"5'10""",M,163 lbs.,Hourglass,white
user_825,21,"5'3""",S,125 lbs.,Straight,white
user_826,25,"5'5""",XS,120 lbs.,Straight,white
user_827,34,"5'1""",XS,126 lbs.,Straight,white
user_828,36,"5'5""",XS,115 lbs.,Straight,white
user_829,37,"5'4""",S,148 lbs.,Pear,white
user_830,35,"5'8""",1X,195 lbs.,Hourglass,white
user_831,25,"5'10""",S,145 lbs.,,white
user_832,31,"5'5""",M,145 lbs.,,white
user_833,29,"5'9""",S,135 lbs.,Hourglass,plum
user_834,35,"5'3""",S,130 lbs.,Hourglass,cream
user_835,24,"5'5""",S,120 lbs.,Straight,black
user_836,29,"5'5""",XL,220 lbs.,Pear,black
user_837,28,"5'6""",S,140 lbs.,Pear,plum
user_838,29,"5'7""",S,134 lbs.,Straight,black
user_839,31,"5'8""",L,140 lbs.,Apple,cream
user_840,,"5'5""",S,,,plum
user_841,,"5'3""",M,130 lbs.,Pear,black
user_842,31,"5'3""",L,160 lbs.,Pear,cream
user_843,31,"5'1""",S,120 lbs.,Hourglass,plum
user_844,42,"5'4""",M,139 lbs.,Straight,plum
user_845,,"5'2""",6,125 lbs.,Hourglass,white
user_846,31,6',10,185 lbs.,Straight,white
user_847,27,"5'4""",10,163 lbs.,Inverted Triangle,white
user_848,30,"5'6""",10,155 lbs.,Hourglass,white
user_849,30,"5'4""",4,125 lbs.,Inverted Triangle,white
user_850,34,"5'4""",4,115 lbs.,Straight,white
user_851,37,"5'5""",4,135 lbs.,Hourglass,white
user_852,29,"5'9""",12,180 lbs.,Hourglass,white
user_853,33,"5'10""",12,180 lbs.,Pear,white
user_854,43,"5'8""",8,175 lbs.,Apple,white
user_855,31,"5'10""",6,140 lbs.,Straight,white
user_856,23,"5'6""",4,130 lbs.,Hourglass,white
user_857,33,"5'3""",2,115 lbs.,Straight,white
user_858,66,"5'5""",4,138 lbs.,Straight,white
user_859,25,"5'10""",4,135 lbs.,Straight,white
user_860,28,"5'5""",6,145 lbs.,Hourglass,white
user_861,48,"5'5""",6,140 lbs.,Hourglass,white
user_862,44,"5'7""",12,,Hourglass,white
user_863,27,"5'10""",6,143 lbs.,Hourglass,white
user_864,34,"5'8""",2,122 lbs.,Hourglass,white
user_865,32,"5'6""",10,160 lbs.,Hourglass,white
user_866,33,"5'10""",12,185 lbs.,Hourglass,white
user_867,40,"5'4""",6,140 lbs.,Hourglass,white
user_868,27,"5'10""",8,160 lbs.,Straight,white
user_869,35,"5'2""",4,130 lbs.,Straight,white
user_870,28,"5'5""",10,155 lbs.,Apple,white
user_871,39,"5'8""",4,135 lbs.,Straight,white
user_872,28,"5'7""",M,135 lbs.,,pink
user_873,32,"5'4""",XS,110 lbs.,Straight,pink
user_874,27,"5'4""",S,140 lbs.,Pear,pink
user_875,,,S,,,pink
user_876,36,"5'5""",L,185 lbs.,Apple,pink
user_877,27,"5'4""",L,,,pink
user_878,28,"5'7""",M,165 lbs.,Straight,pink
user_879,27,"5'9""",M,140 lbs.,Inverted Triangle,pink
user_880,30,"5'7""",XS,125 lbs.,Straight,pink
user_881,25,"5'4""",M,140 lbs.,Straight,pink
user_882,29,"5'4""",S,120 lbs.,Straight,pink
user_883,29,"5'7""",M,160 lbs.,Straight,pink
user_884,30,"5'9""",L,155 lbs.,Hourglass,pink
user_885,28,"5'10""",L,,Hourglass,pink
user_886,26,"5'6""",M,140 lbs.,Hourglass,pink
user_887,44,"5'7""",L,180 lbs.,Hourglass,pink
user_888,25,"5'4""",31,160 lbs.,Hourglass,black
user_889,64,"5'4""",26,120 lbs.,Straight,black
user_890,25,"5'7""",26,135 lbs.,Straight,black
user_891,32,"5'2""",27,130 lbs.,Hourglass,black
user_892,,,31,,,black
user_893,41,0',25,0 lbs.,,black
user_894,55,"5'3""",28 P,135 lbs.,Hourglass,black
user_895,24,5',26 P,113 lbs.,Hourglass,black
user_896,23,"5'2""",XS,117 lbs.,Hourglass,mulberry
user_897,30,"5'2""",S,120 lbs.,Hourglass,black
user_898,28,"5'6""",M,160 lbs.,Hourglass,mulberry
user_899,30,"5'4""",S,135 lbs.,Pear,mulberry
user_900,38,"5'9""",M,0 lbs.,Straight,black
user_901,0,0',L P,0 lbs.,,washed bla...
user_902,34,"5'4""",S,158 lbs.,Pear,brown
user_903,28,"5'5""",S,140 lbs.,,plum
user_904,24,"5'7""",M,170 lbs.,Inverted Triangle,sky
user_905,30,"5'11""",L,205 lbs.,Apple,black
user_906,29,"5'10""",M,155 lbs.,Hourglass,brown
user_907,67,"5'6""",XS,130 lbs.,Straight,washed bla...
user_908,23,"5'10""",XS,135 lbs.,Straight,orange
user_909,35,"5'9""",S,160 lbs.,Hourglass,honey
user_910,24,"5'8""",2X,,Apple,lilac
user_911,31,"5'3""",XS P,130 lbs.,Pear,plum
user_912,42,"5'6""",L,180 lbs.,Hourglass,neutral
user_913,53,"5'6""",3X,295 lbs.,Hourglass,light grey
user_914,26,"5'4""",1X,212 lbs.,Hourglass,brown
user_915,50,"5'9""",L,180 lbs.,Inverted Triangle,washed bla...
user_916,41,"5'7""",XL,185 lbs.,Hourglass,off-white
user_917,39,"5'11""",M,145 lbs.,Straight,neutral
user_918,33,"5'3""",L P,163 lbs.,Apple,denim ligh...
user_919,27,"5'7""",L,175 lbs.,Hourglass,off-white
user_920,36,"5'7""",S,130 lbs.,Hourglass,botanical ...
user_921,33,"5'3""",M,0 lbs.,Straight,neutral
user_922,35,"5'6""",M,135 lbs.,Straight,peach
user_923,33,"5'3""",XS,110 lbs.,Straight,lilac
user_924,33,"5'9""",S,155 lbs.,Apple,honey
user_925,32,"5'2""",S P,130 lbs.,Hourglass,holly
user_926,33,"5'10""",S,140 lbs.,Straight,honey
user_927,25,"5'9""",M,140 lbs.,Straight,red
user_928,35,"5'6""",M,171 lbs.,Inverted Triangle,red
user_929,25,"5'4""",M,160 lbs.,Hourglass,plum
user_930,26,"5'7""",M,170 lbs.,Pear,off-white
user_931,38,"6'1""",1X,235 lbs.,Hourglass,cocoa
user_932,29,"5'4""",M,160 lbs.,,lilac
user_933,32,5',XS,113 lbs.,Hourglass,lilac
user_934,36,"5'10""",S,170 lbs.,Straight,washed bla...
user_935,29,"5'5""",M,160 lbs.,Hourglass,red
user_936,26,"5'7""",M,154 lbs.,Straight,off-white
user_937,30,"5'9""",M,160 lbs.,Pear,light grey
user_938,22,"5'1""",M,135 lbs.,Straight,black
user_939,30,"5'7""",S,128 lbs.,Straight,red
user_940,29,"5'6""",S,140 lbs.,Pear,washed bla...
user_941,21,"5'3""",M,145 lbs.,Hourglass,light grey
user_942,40,"5'8""",M,172 lbs.,,brown
user_943,33,"5'8""",2X,270 lbs.,Apple,sky
user_944,62,"5'6""",S,149 lbs.,,peach
user_945,50,"5'10""",M,150 lbs.,Pear,plum
user_946,29,"5'1""",1X,183 lbs.,Apple,denim ligh...
user_947,38,"5'4""",XS,125 lbs.,Pear,black
user_948,39,"5'9""",S,135 lbs.,Straight,off-white
user_949,32,"5'7""",M,145 lbs.,,cocoa
user_950,33,"5'6""",XS,113 lbs.,Straight,honey
user_951,29,"5'5""",S,130 lbs.,Straight,light grey
user_952,48,"5'9""",1X,240 lbs.,Straight,peach
user_953,39,"5'2""",S,115 lbs.,Straight,black
user_954,33,"5'10""",2X,280 lbs.,,brown
user_955,31,"5'2""",S,145 lbs.,Hourglass,orange
user_956,46,"5'1""",M P,163 lbs.,Apple,plum
user_957,29,"5'5""",XS,120 lbs.,Hourglass,brown
user_958,43,"5'7""",S,158 lbs.,Apple,black
user_959,29,"5'4""",XL,180 lbs.,Pear,brown
user_960,48,"5'5""",1X,175 lbs.,Apple,light grey
user_961,37,"5'8""",2X,265 lbs.,Straight,cream
user_962,,"5'5""",S,130 lbs.,Hourglass,red
user_963,30,"5'8""",M,210 lbs.,Hourglass,honey
